id,name_en,group,resolved_file,match_method,grade,has_case_report
577,Ganciclovir/Valganciclovir,ยาแผนปัจจุบัน,GanciclovirValganc.nxml,fuzzy,E,no
578,Gefitinib,ยาแผนปัจจุบัน,Gefitinib.nxml,exact,B,yes
579,Gemcitabine,ยาแผนปัจจุบัน,Gemcitabine.nxml,exact,C,no
580,Gentamicin,ยาแผนปัจจุบัน,Gentamicin.nxml,exact,E,no
581,Gilteritinib,ยาแผนปัจจุบัน,Gilteritinib.nxml,exact,E*,no
582,Glycopyrrolate,ยาแผนปัจจุบัน,Glycopyrrolate.nxml,exact,-,no
583,Guanfacine,ยาแผนปัจจุบัน,Guanfacine.nxml,exact,E,no
584,Halothane,ยาแผนปัจจุบัน,Halothane.nxml,exact,A,no
585,Hydralazine,ยาแผนปัจจุบัน,Hydralazine.nxml,exact,A,no
586,Hydromorphone/Oxymorphone,ยาแผนปัจจุบัน,HydromorphoneOxymorp.nxml,fuzzy,-,no
587,Hydroxyzine,ยาแผนปัจจุบัน,Hydroxyzine.nxml,exact,E,no
588,Hyoscyamine,ยาแผนปัจจุบัน,Hyoscyamine.nxml,exact,-,no
589,Ibrutinib,ยาแผนปัจจุบัน,Ibrutinib.nxml,exact,D,no
590,Imatinib,ยาแผนปัจจุบัน,Imatinib.nxml,exact,A,no
591,Imipenem/Cilastatin,ยาแผนปัจจุบัน,Imipenemcilastatin.nxml,exact,D,no
592,Imipramine,ยาแผนปัจจุบัน,Imipramine.nxml,exact,B,no
593,Irbesartan,ยาแผนปัจจุบัน,Irbesartan.nxml,exact,C,no
594,Irinotecan/Topotecan,ยาแผนปัจจุบัน,IrinotecanTopotecan.nxml,exact,-,no
595,Ivabradine,ยาแผนปัจจุบัน,Ivabradine.nxml,exact,E,no
596,Ixazomib,ยาแผนปัจจุบัน,Ixazomib.nxml,exact,E*,no
597,Ketamine,ยาแผนปัจจุบัน,Ketamine.nxml,exact,B,yes
598,Ketoprofen,ยาแผนปัจจุบัน,Ketoprofen.nxml,exact,C,no
599,Ketorolac,ยาแผนปัจจุบัน,Ketorolac.nxml,exact,D,no
600,Labetalol,ยาแผนปัจจุบัน,Labetalol.nxml,exact,C,yes
601,Lapatinib,ยาแผนปัจจุบัน,Lapatinib.nxml,exact,B,yes
602,Larotrectinib,ยาแผนปัจจุบัน,Larotrectinib.nxml,exact,E*,no
603,Lenvatinib,ยาแผนปัจจุบัน,Lenvatinib.nxml,exact,D,no
604,Letermovir,ยาแผนปัจจุบัน,Letermovir.nxml,exact,E,no
605,Levodopa/Carbidopa,ยาแผนปัจจุบัน,LevodopaCarbodopa.nxml,fuzzy,E,no
606,Linagliptin,ยาแผนปัจจุบัน,Linagliptin.nxml,exact,D,no
607,Lithium,ยาแผนปัจจุบัน,Lithium.nxml,exact,E,no
608,Lomustine,ยาแผนปัจจุบัน,Lomustine.nxml,exact,D,no
609,Loperamide,ยาแผนปัจจุบัน,Loperamide.nxml,exact,-,no
610,Loratadine/Desloratadine,ยาแผนปัจจุบัน,LoratadineDesloratad.nxml,fuzzy,E*,no
611,Lorlatinib,ยาแผนปัจจุบัน,Lorlatinib.nxml,exact,E*,no
612,Lovastatin,ยาแผนปัจจุบัน,Lovastatin.nxml,exact,B,yes
613,Lubiprostone,ยาแผนปัจจุบัน,Lubiprostone.nxml,exact,E,no
614,Lurasidone,ยาแผนปัจจุบัน,Lurasidone.nxml,exact,E,no
615,Macitentan,ยาแผนปัจจุบัน,Macitentan.nxml,exact,E*,no
616,Mavyret,ยาแผนปัจจุบัน,Mavyret.nxml,exact,C,no
617,Meclizine,ยาแผนปัจจุบัน,Meclizine.nxml,exact,E,no
618,MefenamicAcid,ยาแผนปัจจุบัน,MefenamicAcid.nxml,exact,D,no
619,Mefloquine,ยาแผนปัจจุบัน,Mefloquine.nxml,exact,D,yes
620,Meloxicam,ยาแผนปัจจุบัน,Meloxicam.nxml,exact,B,no
621,Memantine,ยาแผนปัจจุบัน,Memantine.nxml,exact,D,yes
622,Meperidine,ยาแผนปัจจุบัน,Meperidine.nxml,exact,-,no
623,Metamizole,ยาแผนปัจจุบัน,Metamizole.nxml,exact,A,no
624,Methadone,ยาแผนปัจจุบัน,Methadone.nxml,exact,-,no
625,Methenamine,ยาแผนปัจจุบัน,Methenamine.nxml,exact,E,no
626,Methocarbamol,ยาแผนปัจจุบัน,Methocarbamol.nxml,exact,E,no
627,Metoprolol,ยาแผนปัจจุบัน,Metoprolol.nxml,exact,D,yes
628,Midazolam,ยาแผนปัจจุบัน,Midazolam.nxml,exact,E,no
629,Midostaurin,ยาแผนปัจจุบัน,Midostaurin.nxml,exact,E*,no
630,Miglitol,ยาแผนปัจจุบัน,Miglitol.nxml,exact,E,no
631,Milnacipran/Levomilnacipran,ยาแผนปัจจุบัน,MilnacipranLevomilna.nxml,fuzzy,D,yes
632,Minocycline,ยาแผนปัจจุบัน,Minocycline.nxml,exact,A,no
633,Minoxidil,ยาแผนปัจจุบัน,Minoxidil.nxml,exact,E,no
634,Mirabegron,ยาแผนปัจจุบัน,Mirabegron.nxml,exact,E*,no
635,Mirtazapine,ยาแผนปัจจุบัน,Mirtazapine.nxml,exact,C,no
636,Mitoxantrone,ยาแผนปัจจุบัน,Mitoxantrone.nxml,exact,D,yes
637,Modafinil/Armodafinil,ยาแผนปัจจุบัน,ModafinilArmodafinil.nxml,exact,E,no
638,Molnupiravir,ยาแผนปัจจุบัน,Molnupiravir.nxml,exact,E,no
639,Morphine,ยาแผนปัจจุบัน,Morphine.nxml,exact,E,no
640,Moxifloxacin,ยาแผนปัจจุบัน,Moxifloxacin.nxml,exact,B,yes
641,Nabumetone,ยาแผนปัจจุบัน,Nabumetone.nxml,exact,E*,no
642,Nadolol,ยาแผนปัจจุบัน,Nadolol.nxml,exact,E,no
643,Naloxone,ยาแผนปัจจุบัน,Naloxone.nxml,exact,E,no
644,Nateglinide,ยาแผนปัจจุบัน,Nateglinide.nxml,exact,E*,no
645,Nebivolol,ยาแผนปัจจุบัน,Nebivolol.nxml,exact,E,no
646,Neomycin,ยาแผนปัจจุบัน,Neomycin.nxml,exact,-,no
647,Nicardipine,ยาแผนปัจจุบัน,Nicardipine.nxml,exact,-,no
648,Nilotinib,ยาแผนปัจจุบัน,Nilotinib.nxml,exact,D,no
649,Nimesulide,ยาแผนปัจจุบัน,Nimesulide.nxml,exact,A,yes
650,Nintedanib,ยาแผนปัจจุบัน,Nintedanib.nxml,exact,C,no
651,Niraparib,ยาแผนปัจจุบัน,Niraparib.nxml,exact,E*,no
652,Nitazoxanide,ยาแผนปัจจุบัน,Nitazoxanide.nxml,exact,E,no
653,Nitroprusside,ยาแผนปัจจุบัน,Nitroprusside.nxml,exact,E,no
654,Nizatidine,ยาแผนปัจจุบัน,Nizatidine.nxml,exact,D,yes
655,Nortriptyline,ยาแผนปัจจุบัน,Nortriptyline.nxml,exact,C,no
656,ObeticholicAcid,ยาแผนปัจจุบัน,ObeticholicAcid.nxml,exact,B,yes
657,Olaparib,ยาแผนปัจจุบัน,Olaparib.nxml,exact,C,no
658,Olmesartan,ยาแผนปัจจุบัน,Olmesartan.nxml,exact,D,no
659,Orlistat,ยาแผนปัจจุบัน,Orlistat.nxml,exact,C,yes
660,Orphenadrine,ยาแผนปัจจุบัน,Orphenadrine.nxml,exact,E,no
661,Oseltamivir,ยาแผนปัจจุบัน,Oseltamivir.nxml,exact,D,no
662,Osimertinib,ยาแผนปัจจุบัน,Osimertinib.nxml,exact,E*,no
663,Oxacillin,ยาแผนปัจจุบัน,Oxacillin.nxml,exact,B,yes
664,Oxazepam,ยาแผนปัจจุบัน,Oxazepam.nxml,exact,E,no
665,Oxcarbazepine,ยาแผนปัจจุบัน,Oxcarbazepine.nxml,exact,C,no
666,Oxybutynin,ยาแผนปัจจุบัน,Oxybutynin.nxml,exact,E,no
667,Oxycodone,ยาแผนปัจจุบัน,Oxycodone.nxml,exact,E,no
668,Palbociclib,ยาแผนปัจจุบัน,Palbociclib.nxml,exact,C,no
669,Paliperidone,ยาแผนปัจจุบัน,Paliperidone.nxml,exact,E,no
670,Paroxetine,ยาแผนปัจจุบัน,Paroxetine.nxml,exact,B,yes
671,Paxlovid,ยาแผนปัจจุบัน,Paxlovid.nxml,exact,E,no
672,Pazopanib,ยาแผนปัจจุบัน,Pazopanib.nxml,exact,C,yes
673,Pentamidine,ยาแผนปัจจุบัน,Pentamidine.nxml,exact,D,no
674,Pentazocine,ยาแผนปัจจุบัน,Pentazocine.nxml,exact,E,no
675,Pentoxifylline,ยาแผนปัจจุบัน,Pentoxifylline.nxml,exact,D,yes
676,Perampanel,ยาแผนปัจจุบัน,Perampanel.nxml,exact,E,no
677,Perindopril,ยาแผนปัจจุบัน,Perindopril.nxml,exact,E*,no
678,Phentermine,ยาแผนปัจจุบัน,Phentermine.nxml,exact,E,no
679,Phenyltoloxamine,ยาแผนปัจจุบัน,Phenyltoloxamine.nxml,exact,E,no
680,Pioglitazone,ยาแผนปัจจุบัน,Pioglitazone.nxml,exact,C,yes
681,Piperacillin/Tazobactam,ยาแผนปัจจุบัน,PiperacillinTazob.nxml,fuzzy,B,no
682,Pirfenidone,ยาแผนปัจจุบัน,Pirfenidone.nxml,exact,D,yes
683,Pitavastatin,ยาแผนปัจจุบัน,Pitavastatin.nxml,exact,D,no
684,Plerixafor,ยาแผนปัจจุบัน,Plerixafor.nxml,exact,E,no
685,Pomalidomide,ยาแผนปัจจุบัน,Pomalidomide.nxml,exact,D,yes
686,Ponatinib,ยาแผนปัจจุบัน,Ponatinib.nxml,exact,E*,no
687,Pramipexole,ยาแผนปัจจุบัน,Pramipexole.nxml,exact,E,no
688,Prasugrel,ยาแผนปัจจุบัน,Prasugrel.nxml,exact,D,no
689,Pravastatin,ยาแผนปัจจุบัน,Pravastatin.nxml,exact,B,yes
690,Prazosin,ยาแผนปัจจุบัน,Prazosin.nxml,exact,E*,no
691,Pregabalin,ยาแผนปัจจุบัน,Pregabalin.nxml,exact,C,yes
692,Primaquine,ยาแผนปัจจุบัน,Primaquine.nxml,exact,E,no
693,Primidone,ยาแผนปัจจุบัน,Primidone.nxml,exact,E*,no
694,Procarbazine,ยาแผนปัจจุบัน,Procarbazine.nxml,exact,D,no
695,Prochlorperazine,ยาแผนปัจจุบัน,Prochlorperazine.nxml,exact,B,yes
696,Proguanil,ยาแผนปัจจุบัน,Proguanil.nxml,exact,E*,yes
697,Promethazine,ยาแผนปัจจุบัน,Promethazine.nxml,exact,E,no
698,Propafenone,ยาแผนปัจจุบัน,Propafenone.nxml,exact,B,no
699,Propranolol,ยาแผนปัจจุบัน,Propranolol.nxml,exact,E,no
700,Prucalopride,ยาแผนปัจจุบัน,Prucalopride.nxml,exact,E,no
701,Psoralen,ยาแผนปัจจุบัน,Psoralen.nxml,exact,C,no
702,Pyrantel,ยาแผนปัจจุบัน,Pyrantel.nxml,exact,E,no
703,Quetiapine,ยาแผนปัจจุบัน,Quetiapine.nxml,exact,B,no
704,Quinapril,ยาแผนปัจจุบัน,Quinapril.nxml,exact,E*,no
705,Quinidine,ยาแผนปัจจุบัน,Quinidine.nxml,exact,A,yes
706,Rabeprazole,ยาแผนปัจจุบัน,Rabeprazole.nxml,exact,D,no
707,Raltegravir,ยาแผนปัจจุบัน,Raltegravir.nxml,exact,E*,no
708,Ramelteon,ยาแผนปัจจุบัน,Ramelteon.nxml,exact,E*,no
709,Ramipril,ยาแผนปัจจุบัน,Ramipril.nxml,exact,C,yes
710,Ranolazine,ยาแผนปัจจุบัน,Ranolazine.nxml,exact,D,yes
711,Rasagiline,ยาแผนปัจจุบัน,Rasagiline.nxml,exact,E,no
712,Regorafenib,ยาแผนปัจจุบัน,Regorafenib.nxml,exact,B,no
713,Relugolix,ยาแผนปัจจุบัน,Relugolix.nxml,exact,E,no
714,Remdesivir,ยาแผนปัจจุบัน,Remdesivir.nxml,exact,D,no
715,Remimazolam,ยาแผนปัจจุบัน,Remimazolam.nxml,exact,E,no
716,Repotrectinib,ยาแผนปัจจุบัน,Repotrectinib.nxml,exact,E*,no
717,Ribociclib,ยาแผนปัจจุบัน,Ribociclib.nxml,exact,C,no
718,Rifabutin,ยาแผนปัจจุบัน,Rifabutin.nxml,exact,D,no
719,Rifamycin,ยาแผนปัจจุบัน,Rifamycin.nxml,exact,E,no
720,Rifaximin,ยาแผนปัจจุบัน,Rifaximin.nxml,exact,E,no
721,Riluzole,ยาแผนปัจจุบัน,Riluzole.nxml,exact,C,no
722,Riociguat,ยาแผนปัจจุบัน,Riociguat.nxml,exact,E,no
723,Risdiplam,ยาแผนปัจจุบัน,Risdiplam.nxml,exact,E,no
724,Rivaroxaban,ยาแผนปัจจุบัน,Rivaroxaban.nxml,exact,A,no
725,Rivastigmine,ยาแผนปัจจุบัน,Rivastigmine.nxml,exact,D,no
726,Roflumilast,ยาแผนปัจจุบัน,Roflumilast.nxml,exact,E,no
727,Rosuvastatin,ยาแผนปัจจุบัน,Rosuvastatin.nxml,exact,A,yes
728,Rotigotine,ยาแผนปัจจุบัน,Rotigotine.nxml,exact,E,no
729,Rucaparib,ยาแผนปัจจุบัน,Rucaparib.nxml,exact,E*,no
730,Rufinamide,ยาแผนปัจจุบัน,Rufinamide.nxml,exact,E*,no
731,Ruxolitinib,ยาแผนปัจจุบัน,Ruxolitinib.nxml,exact,C,no
732,Sacubitril,ยาแผนปัจจุบัน,Sacubitril.nxml,exact,D,no
733,Saxagliptin,ยาแผนปัจจุบัน,Saxagliptin.nxml,exact,E*,no
734,Scopolamine/Methscopolamine,ยาแผนปัจจุบัน,ScopolamineMethscop.nxml,fuzzy,-,no
735,Secnidazole,ยาแผนปัจจุบัน,Secnidazole.nxml,exact,E,no
736,Seladelpar,ยาแผนปัจจุบัน,Seladelpar.nxml,exact,E*,no
737,Selegiline,ยาแผนปัจจุบัน,Selegiline.nxml,exact,E,no
738,Selexipag,ยาแผนปัจจุบัน,Selexipag.nxml,exact,E,no
739,Silodosin,ยาแผนปัจจุบัน,Silodosin.nxml,exact,E*,no
740,Sitagliptin,ยาแผนปัจจุบัน,Sitagliptin.nxml,exact,D,no
741,SMZ-TMP,ยาแผนปัจจุบัน,SMZ-TMP.nxml,exact,A,no
742,Solifenacin,ยาแผนปัจจุบัน,Solifenacin.nxml,exact,D,no
743,Sorafenib,ยาแผนปัจจุบัน,Sorafenib.nxml,exact,B,no
744,Sotalol,ยาแผนปัจจุบัน,Sotalol.nxml,exact,E,no
745,Sotorasib,ยาแผนปัจจุบัน,Sotorasib.nxml,exact,D,no
746,Sulindac,ยาแผนปัจจุบัน,Sulindac.nxml,exact,A,yes
747,Sunitinib,ยาแผนปัจจุบัน,Sunitinib.nxml,exact,B,no
748,Suvorexant,ยาแผนปัจจุบัน,Suvorexant.nxml,exact,E,no
749,Tadalafil,ยาแผนปัจจุบัน,Tadalafil.nxml,exact,D,no
750,Tafamidis,ยาแผนปัจจุบัน,Tafamidis.nxml,exact,E,no
751,Tafenoquine,ยาแผนปัจจุบัน,Tafenoquine.nxml,exact,E,no
752,Talazoparib,ยาแผนปัจจุบัน,Talazoparib.nxml,exact,E*,no
753,Tamoxifen,ยาแผนปัจจุบัน,Tamoxifen.nxml,exact,B,no
754,Tamsulosin,ยาแผนปัจจุบัน,Tamsulosin.nxml,exact,D,no
755,Tecovirimat,ยาแผนปัจจุบัน,Tecovirimat.nxml,exact,E,no
756,Telbivudine,ยาแผนปัจจุบัน,Telbivudine.nxml,exact,E,no
757,Telmisartan,ยาแผนปัจจุบัน,Telmisartan.nxml,exact,E*,no
758,Temazepam,ยาแผนปัจจุบัน,Temazepam.nxml,exact,E,no
759,Temozolomide,ยาแผนปัจจุบัน,Temozolomide.nxml,exact,B,yes
760,Temsirolimus,ยาแผนปัจจุบัน,Temsirolimus.nxml,exact,E*,no
761,Tenofovir,ยาแผนปัจจุบัน,Tenofovir.nxml,exact,C,no
762,Terazosin,ยาแผนปัจจุบัน,Terazosin.nxml,exact,E,no
763,Terbinafine,ยาแผนปัจจุบัน,Terbinafine.nxml,exact,A,yes
764,Teriflunomide,ยาแผนปัจจุบัน,Teriflunomide.nxml,exact,C,no
765,Tetracycline/Oxytetracycline,ยาแผนปัจจุบัน,TetracyclineAndOxyte.nxml,fuzzy,-,yes
766,Thalidomide/Lenalidomide,ยาแผนปัจจุบัน,Thalidomide_Lenalido.nxml,fuzzy,B,yes
767,Thiabendazole,ยาแผนปัจจุบัน,Thiabendazole.nxml,exact,B,yes
768,Thiotepa,ยาแผนปัจจุบัน,Thiotepa.nxml,exact,D,no
769,Tibolone,ยาแผนปัจจุบัน,Tibolone.nxml,exact,C,no
770,Tigecycline,ยาแผนปัจจุบัน,Tigecycline.nxml,exact,B,no
771,Timolol,ยาแผนปัจจุบัน,Timolol.nxml,exact,E,no
772,Tinidazole,ยาแผนปัจจุบัน,Tinidazole.nxml,exact,E*,no
773,Tiotropium,ยาแผนปัจจุบัน,Tiotropium.nxml,exact,-,no
774,Tizanidine,ยาแผนปัจจุบัน,Tizanidine.nxml,exact,C,yes
775,Tobramycin,ยาแผนปัจจุบัน,Tobramycin.nxml,exact,-,yes
776,Tofacitinib,ยาแผนปัจจุบัน,Tofacitinib.nxml,exact,E*,no
777,Tolterodine,ยาแผนปัจจุบัน,Tolterodine.nxml,exact,D,yes
778,Tolvaptan,ยาแผนปัจจุบัน,Tolvaptan.nxml,exact,C,no
779,Tramadol,ยาแผนปัจจุบัน,Tramadol.nxml,exact,E*,no
780,Trametinib,ยาแผนปัจจุบัน,Trametinib.nxml,exact,E*,no
781,Trazodone,ยาแผนปัจจุบัน,Trazodone.nxml,exact,B,yes
782,Triamterene,ยาแผนปัจจุบัน,Triamterene.nxml,exact,D,yes
783,Triazolam,ยาแผนปัจจุบัน,Triazolam.nxml,exact,D,yes
784,Triclabendazole,ยาแผนปัจจุบัน,Triclabendazole.nxml,exact,E,no
785,Trientine,ยาแผนปัจจุบัน,Trientine.nxml,exact,E,no
786,Trifluoperazine,ยาแผนปัจจุบัน,Trifluoperazine.nxml,exact,D,no
787,Trifluridine,ยาแผนปัจจุบัน,Trifluridine.nxml,exact,E,no
788,Trihexyphenidyl,ยาแผนปัจจุบัน,Trihexyphenidyl.nxml,exact,E*,no
789,Triprolidine,ยาแผนปัจจุบัน,Triprolidine.nxml,exact,E,no
790,Trospium,ยาแผนปัจจุบัน,Trospium.nxml,exact,E,no
791,Upadacitinib,ยาแผนปัจจุบัน,Upadacitinib.nxml,exact,D,no
792,Valacyclovir,ยาแผนปัจจุบัน,Valacyclovir.nxml,exact,D,yes
793,Valproate,ยาแผนปัจจุบัน,Valproate.nxml,exact,A,no
794,Valsartan,ยาแผนปัจจุบัน,Valsartan.nxml,exact,D,no
795,Vardenafil,ยาแผนปัจจุบัน,Vardenafil.nxml,exact,E*,no
796,Varenicline,ยาแผนปัจจุบัน,Varenicline.nxml,exact,C,yes
797,Vemurafenib,ยาแผนปัจจุบัน,Vemurafenib.nxml,exact,-,no
798,Venetoclax,ยาแผนปัจจุบัน,Venetoclax.nxml,exact,E,no
799,Venlafaxine,ยาแผนปัจจุบัน,Venlafaxine.nxml,exact,-,yes
800,Verapamil,ยาแผนปัจจุบัน,Verapamil.nxml,exact,B,yes
801,Vericiguat,ยาแผนปัจจุบัน,Vericiguat.nxml,exact,E,no
802,Vibegron,ยาแผนปัจจุบัน,Vibegron.nxml,exact,E,no
803,ViekiraPak,ยาแผนปัจจุบัน,ViekiraPak.nxml,exact,B,no
804,Vismodegib,ยาแผนปัจจุบัน,Vismodegib.nxml,exact,B,yes
805,Vortioxetine,ยาแผนปัจจุบัน,Vortioxetine.nxml,exact,E*,no
806,Warfarin,ยาแผนปัจจุบัน,Warfarin.nxml,exact,C,no
807,Zaleplon,ยาแผนปัจจุบัน,Zaleplon.nxml,exact,E,no
808,Zanamivir,ยาแผนปัจจุบัน,Zanamivir.nxml,exact,E,no
809,Zanubrutinib,ยาแผนปัจจุบัน,Zanubrutinib.nxml,exact,E*,no
810,Zepatier,ยาแผนปัจจุบัน,Zepatier.nxml,exact,C,no
811,Ziprasidone,ยาแผนปัจจุบัน,Ziprasidone.nxml,exact,D,no
812,Zolpidem,ยาแผนปัจจุบัน,Zolpidem.nxml,exact,E,no
813,Zonisamide,ยาแผนปัจจุบัน,Zonisamide.nxml,exact,D,yes
